winner,target,hand cards,used cards
AI-origin,0,5 5 5 5 6 6 6 6 6 7 7 7 7 K K K K 2, 8 8 8 4 4 A A A 3 3 4 2 3 8 10 
AI-origin,0,5 5 5 5 6 6 6 6 6 7 7 7 7 K K K K, 8 8 8 4 4 A A A 3 3 4 2 3 8 10 Q 
AI-origin,5,6 6 6 6 6 7 7 7 7 K K K K, 8 8 8 4 4 A A A 3 3 4 2 3 8 10 Q 2 
AI-origin,5,K K K K, 8 8 8 4 4 A A A 3 3 4 2 3 8 10 Q 2 5 5 5 5 9 9 9 9 6 6 6 6 6 
AI-SVM,3,5 5 6 6 8 8 8 8 9 9 J J J J Q Q Q K K A 2 2, 
AI-SVM,7,6 6 8 8 8 8 9 9 J J J J K K A 2 2, 3 4 5 6 7 
AI-SVM,1,8 8 8 8 9 9 J J J J K K 2 2, 3 4 5 6 7 Q Q Q 5 5 K K K 4 4 6 6 6 3 3 4 A 
AI-origin,7,8 10 J J J J J K K K K 2, 7 7 7 3 3 9 9 9 5 5 A A A 8 8 9 9 9 6 6 Q Q Q 6 6 
AI-origin,0,10 J J J J J K K K K 2, 7 7 7 3 3 9 9 9 5 5 A A A 8 8 9 9 9 6 6 Q Q Q 6 6 7 7 7 4 4 
AI-origin,0,J J J J J K K K K, 7 7 7 3 3 9 9 9 5 5 A A A 8 8 9 9 9 6 6 Q Q Q 6 6 7 7 7 4 4 8 10 2 
AI-origin,5,, 7 7 7 3 3 9 9 9 5 5 A A A 8 8 9 9 9 6 6 Q Q Q 6 6 7 7 7 4 4 8 10 2 10 Q 3 K 2 2 J J J J J 
AI-origin,7,5 6 6 7 7 7 7 8 8 8 8 9 9 9 10 J Q Q A A 2 2, 
AI-origin,7,5 7 7 7 7 8 8 8 8 J Q Q A A 2 2, 4 4 4 3 3 9 9 9 3 3 K K K 5 5 6 10 
AI-origin,0,7 7 7 7 8 8 8 8 J Q Q A A 2 2, 4 4 4 3 3 9 9 9 3 3 K K K 5 5 6 10 9 9 9 6 6 
AI-origin,1,7 7 7 7 8 8 8 8 A A 2 2, 4 4 4 3 3 9 9 9 3 3 K K K 5 5 6 10 9 9 9 6 6 5 7 J 
AI-origin,1,7 7 7 7 8 8 8 8 2 2, 4 4 4 3 3 9 9 9 3 3 K K K 5 5 6 10 9 9 9 6 6 5 7 J Q Q 
AI-origin,1,7 7 7 7 8 8 8 8, 4 4 4 3 3 9 9 9 3 3 K K K 5 5 6 10 9 9 9 6 6 5 7 J Q Q A A 
AI-origin,5,8 8 8 8, 4 4 4 3 3 9 9 9 3 3 K K K 5 5 6 10 9 9 9 6 6 5 7 J Q Q A A 2 2 
AI-SVM,3,3 3 4 4 4 4 4 5 6 6 6 7 7 8 8 9 A A A A 2 2, 
AI-SVM,7,4 4 4 4 4 5 7 7 8 8 A A A A 2 2, 8 9 10 J Q 10 J Q K A 9 9 9 5 5 5 9 
AI-SVM,0,4 4 4 4 4 7 7 8 8 A A A A 2 2, 8 9 10 J Q 10 J Q K A 9 9 9 5 5 5 9 6 6 6 3 3 
AI-SVM,1,4 4 4 4 4 8 8 A A A A, 8 9 10 J Q 10 J Q K A 9 9 9 5 5 5 9 6 6 6 3 3 5 7 J J 2 2 
AI-SVM,1,A A A A, 8 9 10 J Q 10 J Q K A 9 9 9 5 5 5 9 6 6 6 3 3 5 7 J J 2 2 7 7 Q Q 2 2 3 3 3 3 3 4 4 4 4 4 
AI-SVM,5,3 4 7 7 8 8 10 J J J J K K A A 2 2, 9 9 9 3 3 Q Q Q 4 4 2 2 2 5 5 4 6 
AI-SVM,1,3 4 8 8 10 J J J J K K A A 2 2, 9 9 9 3 3 Q Q Q 4 4 2 2 2 5 5 4 6 5 5 5 5 
AI-SVM,0,4 8 8 10 J J J J, 9 9 9 3 3 Q Q Q 4 4 2 2 2 5 5 4 6 5 5 5 5 7 7 10 10 J J 6 6 7 7 8 8 K K A A 2 2 
AI-SVM,0,8 8 10 J J J J, 9 9 9 3 3 Q Q Q 4 4 2 2 2 5 5 4 6 5 5 5 5 7 7 10 10 J J 6 6 7 7 8 8 K K A A 2 2 3 
AI-SVM,1,10, 9 9 9 3 3 Q Q Q 4 4 2 2 2 5 5 4 6 5 5 5 5 7 7 10 10 J J 6 6 7 7 8 8 K K A A 2 2 3 4 Q J J J J 
AI-SVM,0,3 3 4 4 4 5 5 6 6 7 7 8 8 9 9 10 10 J J Q Q K K 2 2, J J J 3 3 Q Q Q 4 4 3 A 
AI-SVM,4,3 3 4 4 4 8 8 9 9 10 10 J J Q Q K K, J J J 3 3 Q Q Q 4 4 3 A 3 6 7 K 9 9 2 2 
AI-SVM,7,8 8 9 9 10 10 J J Q Q K K, J J J 3 3 Q Q Q 4 4 3 A 3 6 7 K 9 9 2 2 5 5 6 6 7 7 
AI-SVM,5,3 3 4 4 6 6 6 7 8 10 10 10 J J Q Q K K A A A A A, 
AI-SVM,4,3 3 4 4 6 6 6 7 8 10 10 10, 5 5 5 5 7 7 7 7 A A A A A 
AI-SVM,0,3 3 4 4 6 6 6 8 10 10 10, 5 5 5 5 7 7 7 7 A A A A A J J Q Q K K 
AI-SVM,1,3 3 3 3 4 4 4 5 6 7 8 9 10 10 K K K K A A 2 2, 8 9 10 J Q 4 4 4 3 3 3 J A 2 J J Q Q 
AI-SVM,1,3 3 3 3 4 4 4 5 6 7 8 9 K K K K 2 2, 8 9 10 J Q 4 4 4 3 3 3 J A 2 J J Q Q 8 8 Q Q A A 
AI-SVM,3,3 3 3 3 4 4 4 K K K K 2 2, 8 9 10 J Q 4 4 4 3 3 3 J A 2 J J Q Q 8 8 Q Q A A 10 10 
AI-SVM,5,4 4 4 K K K K 2 2, 8 9 10 J Q 4 4 4 3 3 3 J A 2 J J Q Q 8 8 Q Q A A 10 10 5 6 7 8 9 
AI-SVM,2,2 2, 8 9 10 J Q 4 4 4 3 3 3 J A 2 J J Q Q 8 8 Q Q A A 10 10 5 6 7 8 9 3 3 3 3 7 7 7 7 K K K K 
AI-SVM,0,4 4 4 4 5 5 7 7 7 9 9 9 J J J J J Q Q Q K K A A A 2, 
AI-SVM,5,5 5 7 7 7 9 9 9 J J J J J Q Q Q K K A A A, 3 4 2 
AI-SVM,5,5 5 7 7 7 9 9 9 Q Q Q K K A A A, 3 4 2 4 4 4 4 
AI-SVM,2,5 5 9 9 9 Q Q Q K K A A A, 3 4 2 4 4 4 4 J J J J J 
AI-SVM,1,9 9 9 Q Q Q K K A A A, 3 4 2 4 4 4 4 J J J J J 7 7 7 
AI-SVM,2,Q Q Q A A A, 3 4 2 4 4 4 4 J J J J J 7 7 7 5 5 9 9 K K 
AI-SVM,1,3 6 6 7 J J J Q Q Q Q K A 2 2, 4 4 4 5 5 8 8 8 4 4 J J J 7 7 8 8 8 6 6 9 9 9 5 5 
AI-SVM,7,3 7 Q Q Q Q K A, 4 4 4 5 5 8 8 8 4 4 J J J 7 7 8 8 8 6 6 9 9 9 5 5 10 10 Q Q 2 2 
AI-SVM,0,7 Q Q Q Q K A, 4 4 4 5 5 8 8 8 4 4 J J J 7 7 8 8 8 6 6 9 9 9 5 5 10 10 Q Q 2 2 J J J 6 6 
AI-SVM,0,K A, 4 4 4 5 5 8 8 8 4 4 J J J 7 7 8 8 8 6 6 9 9 9 5 5 10 10 Q Q 2 2 J J J 6 6 3 K K K K 10 10 Q Q Q Q 
AI-SVM,1,3 3 3 4 4 6 6 6 6 6 10 10 10 J J J A A, Q Q Q 3 3 K K K 7 7 2 2 2 5 5 8 Q K 2 
AI-SVM,7,3 4 4 6 6 6 6 6 J J J A A, Q Q Q 3 3 K K K 7 7 2 2 2 5 5 8 Q K 2 9 9 
AI-SVM,5,3 4 4 J J J A A, Q Q Q 3 3 K K K 7 7 2 2 2 5 5 8 Q K 2 9 9 10 10 10 3 3 
AI-SVM,7,3 A A, Q Q Q 3 3 K K K 7 7 2 2 2 5 5 8 Q K 2 9 9 10 10 10 3 3 6 6 6 6 6 
AI-SVM,5,3 4 4 5 5 8 8 9 9 9 10 10 10 J J J Q Q Q Q K K A, 
AI-SVM,1,3 4 4 5 5 8 8 9 9 9 10 10 10 J J J, 7 7 7 7 8 8 8 8 Q Q Q Q A A A A 3 A 
AI-random,1,3 3 4 4 5 5 6 6 7 7 7 7 9 10 10 10 Q Q Q Q K A A 2 2, 
AI-random,4,3 3 7 7 7 7 9 10 10 10 Q Q Q Q K A A, J J A A 2 2 
AI-random,0,7 7 7 7 Q Q Q Q K A A, J J A A 2 2 4 4 5 5 6 6 9 9 10 10 J J 4 4 4 3 3 10 10 10 3 3 
AI-random,5,Q Q Q Q A A, J J A A 2 2 4 4 5 5 6 6 9 9 10 10 J J 4 4 4 3 3 10 10 10 3 3 9 Q K 
AI-random,1,, J J A A 2 2 4 4 5 5 6 6 9 9 10 10 J J 4 4 4 3 3 10 10 10 3 3 9 Q K 7 7 7 7 K K K K 5 8 Q Q Q Q 
AI-SVM,7,3 4 5 6 6 7 7 7 8 9 10 10 J J K A A A A 2 2 2, 
AI-SVM,0,3 4 5 6 6 7 7 8 9 10 10 J J K A A A A 2 2 2, Q Q Q 4 4 
AI-SVM,0,3 4 5 6 6 7 7 8 9 10 J J A A A A 2 2 2, Q Q Q 4 4 7 Q K 
AI-SVM,5,3 4 5 6 6 7 7 8 9 10 J J 2 2 2, Q Q Q 4 4 7 Q K 10 
AI-SVM,2,3 4 5 6 6 7 7 8 9 10 J J, Q Q Q 4 4 7 Q K 10 A A A A 
AI-SVM,1,3 4 5 6 6 7 7 8 9 10, Q Q Q 4 4 7 Q K 10 A A A A 2 2 2 
AI-SVM,3,6 7 8 9 10, Q Q Q 4 4 7 Q K 10 A A A A 2 2 2 J J 
AI-random,7,3 3 4 5 5 5 5 7 7 8 9 9 9 10 Q A A 2 2 2 2 2, 
AI-random,0,3 3 5 5 5 5 7 7 9 9 9 10 Q, 6 6 6 3 3 A A A 4 4 4 8 K 9 9 A A 2 2 6 6 6 7 7 7 Q Q Q Q 2 2 2 2 2 
AI-random,0,3 3 5 5 5 5 7 7 9 9 9 Q, 6 6 6 3 3 A A A 4 4 4 8 K 9 9 A A 2 2 6 6 6 7 7 7 Q Q Q Q 2 2 2 2 2 4 
AI-random,5,3 3 7 7 9 9 9 Q, 6 6 6 3 3 A A A 4 4 4 8 K 9 9 A A 2 2 6 6 6 7 7 7 Q Q Q Q 2 2 2 2 2 4 10 
AI-random,1,3 3 9 9 9 Q, 6 6 6 3 3 A A A 4 4 4 8 K 9 9 A A 2 2 6 6 6 7 7 7 Q Q Q Q 2 2 2 2 2 4 10 5 5 5 5 
AI-random,7,, 6 6 6 3 3 A A A 4 4 4 8 K 9 9 A A 2 2 6 6 6 7 7 7 Q Q Q Q 2 2 2 2 2 4 10 5 5 5 5 7 7 10 10 10 Q 
AI-SVM,0,4 4 5 5 6 6 6 6 7 7 7 8 8 8 8 9 10 10 J Q Q Q Q K A 2, 
AI-random,3,3 3 5 5 7 7 9 9 10 10 10 10 10 J J Q Q A A A 2 2, 
AI-random,1,3 3 7 7 9 9 10 10 10 10 10 J J Q Q A A A 2 2, 4 5 6 7 8 
AI-random,5,7 7 9 9 Q Q 2 2, 4 5 6 7 8 5 5 9 9 J J 2 2 5 5 5 3 3 A A A 3 3 
AI-random,1,9 9 2 2, 4 5 6 7 8 5 5 9 9 J J 2 2 5 5 5 3 3 A A A 3 3 10 10 10 10 10 K K K K K 10 J J Q Q 
AI-SVM,7,3 6 6 6 8 8 9 9 9 9 10 J J Q K K K A A A 2 2, 
AI-SVM,0,6 6 6 8 8 9 9 9 9 J J K K K A A A 2 2, 4 4 4 5 5 6 6 6 3 3 8 8 8 4 4 2 2 2 5 5 9 10 J Q 
AI-SVM,2,8 8 9 9 9 9 J J K K K A A A 2 2, 4 4 4 5 5 6 6 6 3 3 8 8 8 4 4 2 2 2 5 5 9 10 J Q 3 
AI-SVM,6,8 8 9 9 9 9 J J 2 2, 4 4 4 5 5 6 6 6 3 3 8 8 8 4 4 2 2 2 5 5 9 10 J Q 3 6 6 6 
AI-SVM,1,9 9 9 9 J J 2 2, 4 4 4 5 5 6 6 6 3 3 8 8 8 4 4 2 2 2 5 5 9 10 J Q 3 6 6 6 K K K A A A 
AI-random,0,3 3 4 4 5 5 6 6 8 8 8 9 9 10 J J J Q Q A A A A 2 2 2, 
AI-random,5,3 3 5 5 6 6 8 8 8 9 9 10 Q Q 2 2 2, 7 10 9 9 9 3 3 J J J 4 4 
AI-random,7,5 5 6 6 9 9 10 Q Q 2 2 2, 7 10 9 9 9 3 3 J J J 4 4 A A A A 
AI-random,1,9 9 Q Q, 7 10 9 9 9 3 3 J J J 4 4 A A A A 8 8 8 3 3 J J J 7 7 2 2 2 5 5 4 4 4 4 Q Q A A 2 2 K K K K 3 10 
AI-random,1,Q Q, 7 10 9 9 9 3 3 J J J 4 4 A A A A 8 8 8 3 3 J J J 7 7 2 2 2 5 5 4 4 4 4 Q Q A A 2 2 K K K K 3 10 6 6 
AI-random,1,, 7 10 9 9 9 3 3 J J J 4 4 A A A A 8 8 8 3 3 J J J 7 7 2 2 2 5 5 4 4 4 4 Q Q A A 2 2 K K K K 3 10 6 6 9 9 
AI-random,2,3 4 7 7 7 8 8 8 8 9 9 10 10 10 J J Q Q Q K K K A A, 
AI-random,0,4 7 7 7 8 8 8 8 9 9 10 10 10 J J Q Q Q K K K A A, 5 5 5 
AI-random,5,4 7 7 7 9 9 10 10 10 J J Q Q Q K K K A A, 5 5 5 3 
AI-random,1,4 7 7 7 10 10 10 J J Q Q Q K K K A A, 5 5 5 3 8 8 8 8 
AI-random,0,7 7 7 10 10 10 J J Q Q Q K K K, 5 5 5 3 8 8 8 8 9 9 J J A A 
AI-random,2,10 10 10 J J Q Q Q K K K, 5 5 5 3 8 8 8 8 9 9 J J A A 4 
AI-random,6,10 10 10 J J, 5 5 5 3 8 8 8 8 9 9 J J A A 4 7 7 7 
AI-random,2,J J, 5 5 5 3 8 8 8 8 9 9 J J A A 4 7 7 7 Q Q Q K K K 
AI-random,1,, 5 5 5 3 8 8 8 8 9 9 J J A A 4 7 7 7 Q Q Q K K K 10 10 10 
AI-SVM,0,3 3 4 4 5 5 5 5 5 6 6 7 7 7 7 8 8 9 9 9 10 10 J J A 2, 
AI-SVM,5,3 3 4 4 6 6 7 7 7 7 8 8 9 9 9 10 10 J J A 2, K 
AI-SVM,1,3 3 6 6 7 7 7 7 8 8 9 9 9 10 10 J J A 2, K 5 5 5 5 5 
AI-SVM,0,3 3 6 6 7 7 7 7 8 8 9 9 9 10 10 J J 2, K 5 5 5 5 5 4 4 
AI-SVM,7,6 6 7 7 7 7 8 8 10 10 J J 2, K 5 5 5 5 5 4 4 A 
AI-SVM,5,6 6 8 8 10 10 J J, K 5 5 5 5 5 4 4 A 9 9 9 3 3 A A A 4 4 4 2 
AI-SVM,5,3 3 4 4 5 5 6 7 8 8 9 9 9 J J J Q K A A A 2 2, 
AI-SVM,1,3 3 4 4 6 7 9 9 9 J J J Q K 2 2, 10 10 10 10 Q Q Q Q J J J 6 6 A A A 5 5 
AI-SVM,0,3 3 4 4 7 9 9 9 J J J Q K, 10 10 10 10 Q Q Q Q J J J 6 6 A A A 5 5 8 8 10 10 2 2 
AI-SVM,7,4 4 J J J K, 10 10 10 10 Q Q Q Q J J J 6 6 A A A 5 5 8 8 10 10 2 2 6 K 4 7 2 5 Q 
AI-random,5,3 5 5 6 7 8 9 9 Q Q K K A A A 2 2, 4 4 4 6 6 10 10 10 4 4 
AI-random,7,3 6 7 8 9 9 Q Q K K 2 2, 4 4 4 6 6 10 10 10 4 4 J J J J J 
AI-random,0,6 7 8 9 9 Q Q K K 2 2, 4 4 4 6 6 10 10 10 4 4 J J J J J A A A 5 5 
AI-random,0,8 9 9 Q Q K K 2 2, 4 4 4 6 6 10 10 10 4 4 J J J J J A A A 5 5 3 5 6 
AI-random,1,8 Q Q K K 2 2, 4 4 4 6 6 10 10 10 4 4 J J J J J A A A 5 5 3 5 6 7 
AI-SVM,3,3 7 9 10 10 10 10 10 Q Q K K K A A A 2, 6 6 6 5 5 J J J 4 4 
AI-SVM,0,7 9 10 10 10 10 10 Q Q K K K A A A 2, 6 6 6 5 5 J J J 4 4 5 6 7 8 9 
AI-SVM,0,10 10 10 10 10 Q Q K K K A A A, 6 6 6 5 5 J J J 4 4 5 6 7 8 9 3 7 9 J 2 
AI-SVM,6,Q Q, 6 6 6 5 5 J J J 4 4 5 6 7 8 9 3 7 9 J 2 7 Q 3 8 8 8 K K K 4 4 4 4 10 10 10 10 10 
AI-random,0,3 3 4 4 5 6 7 7 7 7 8 8 8 8 9 9 9 10 10 10 J A A 2 2 2, 
AI-random,6,3 3 4 4 5 6 7 7 7 7 8 8 8 8 A A 2 2 2, 3 8 J 
AI-random,5,4 4 5 6 8 8 8 8 A A, 3 8 J 9 9 9 10 10 10 A A A 2 2 2 5 5 5 4 4 2 2 2 3 3 
AI-random,5,4 4 5 6 A A, 3 8 J 9 9 9 10 10 10 A A A 2 2 2 5 5 5 4 4 2 2 2 3 3 7 7 7 7 
AI-random,0,4 4 6 A A, 3 8 J 9 9 9 10 10 10 A A A 2 2 2 5 5 5 4 4 2 2 2 3 3 7 7 7 7 8 8 8 8 
AI-random,1,, 3 8 J 9 9 9 10 10 10 A A A 2 2 2 5 5 5 4 4 2 2 2 3 3 7 7 7 7 8 8 8 8 5 Q 3 6 J Q Q A A 
AI-SVM,5,3 3 3 4 5 5 6 6 7 7 8 8 9 A A A A 2 2, 2 2 2 5 5 3 4 5 6 7 A 7 7 10 10 J J K K 
AI-SVM,1,3 3 3 4 5 5 6 6 7 7 8 8 9, 2 2 2 5 5 3 4 5 6 7 A 7 7 10 10 J J K K J J J J Q Q Q Q A A A A 
AI-SVM,7,4 6 6 7 7 8 8 9, 2 2 2 5 5 3 4 5 6 7 A 7 7 10 10 J J K K J J J J Q Q Q Q A A A A 2 2 
AI-SVM,4,4 9, 2 2 2 5 5 3 4 5 6 7 A 7 7 10 10 J J K K J J J J Q Q Q Q A A A A 2 2 3 3 3 5 5 
AI-random,0,3 3 4 4 4 7 7 10 10 10 10 10 J J K K K K 2 2, 2 2 2 5 5 4 5 7 Q K 8 8 9 9 J J A A 
AI-random,1,3 3 4 4 4 10 10 10 10 10 J J K K K K 2 2, 2 2 2 5 5 4 5 7 Q K 8 8 9 9 J J A A 6 
AI-random,1,3 3 4 4 4 10 10 10 10 10 K K K K, 2 2 2 5 5 4 5 7 Q K 8 8 9 9 J J A A 6 7 7 Q Q 2 2 
AI-random,5,3 3 4 4 4, 2 2 2 5 5 4 5 7 Q K 8 8 9 9 J J A A 6 7 7 Q Q 2 2 J J A A 6 6 6 6 10 10 10 10 10 
AI-random,7,, 2 2 2 5 5 4 5 7 Q K 8 8 9 9 J J A A 6 7 7 Q Q 2 2 J J A A 6 6 6 6 10 10 10 10 10 K K K K 
AI-SVM,0,4 5 5 5 5 6 6 6 6 7 8 8 9 9 9 10 J J J J J J Q 2 2, 7 7 7 3 3 Q Q Q 5 5 9 A 
AI-SVM,1,4 5 5 5 5 6 6 6 6 7 8 8 9 10 J J J J J J Q, 7 7 7 3 3 Q Q Q 5 5 9 A 3 10 K K K 6 6 8 8 9 9 
AI-SVM,3,4 5 5 5 5 6 6 6 6 7 8 J J J J J, 7 7 7 3 3 Q Q Q 5 5 9 A 3 10 K K K 6 6 8 8 9 9 2 2 
AI-SVM,5,4 6 6 6 6 7 8 J J J J J, 7 7 7 3 3 Q Q Q 5 5 9 A 3 10 K K K 6 6 8 8 9 9 2 2 8 9 10 J Q 
AI-SVM,5,4 7 8, 7 7 7 3 3 Q Q Q 5 5 9 A 3 10 K K K 6 6 8 8 9 9 2 2 8 9 10 J Q 5 5 5 5 2 2 2 2 J J J J J 
AI-SVM,0,7 8, 7 7 7 3 3 Q Q Q 5 5 9 A 3 10 K K K 6 6 8 8 9 9 2 2 8 9 10 J Q 5 5 5 5 2 2 2 2 J J J J J 6 6 6 6 
AI-random,6,3 5 5 5 5 8 8 9 9 Q Q Q Q Q K K A A A, 4 4 4 3 3 A A A 7 7 5 7 9 2 
AI-random,2,3 5 5 5 5 8 8 9 9 Q Q Q Q Q K K, 4 4 4 3 3 A A A 7 7 5 7 9 2 10 10 10 J J J 
AI-random,0,5 5 5 5 8 8 9 9 Q Q Q Q Q K K, 4 4 4 3 3 A A A 7 7 5 7 9 2 10 10 10 J J J A A A 
AI-random,1,5 5 5 5 Q Q Q Q Q, 4 4 4 3 3 A A A 7 7 5 7 9 2 10 10 10 J J J A A A 3 J 8 8 9 9 10 10 K K 
AI-random,5,, 4 4 4 3 3 A A A 7 7 5 7 9 2 10 10 10 J J J A A A 3 J 8 8 9 9 10 10 K K 8 8 K K 6 6 6 6 Q Q Q Q Q 
AI-random,7,3 6 6 7 7 8 9 9 9 10 10 J J J J Q Q K A A 2 2, 
AI-random,5,3 7 7 10 10 Q Q A A 2 2, 5 5 5 4 4 7 7 7 3 3 9 9 9 6 6 2 2 2 5 5 3 8 Q K 
AI-random,1,3 Q Q A A, 5 5 5 4 4 7 7 7 3 3 9 9 9 6 6 2 2 2 5 5 3 8 Q K J J J J K K K K 4 8 6 6 7 7 A A 2 2 
AI-random,0,Q Q A A, 5 5 5 4 4 7 7 7 3 3 9 9 9 6 6 2 2 2 5 5 3 8 Q K J J J J K K K K 4 8 6 6 7 7 A A 2 2 10 10 
AI-random,0,A A, 5 5 5 4 4 7 7 7 3 3 9 9 9 6 6 2 2 2 5 5 3 8 Q K J J J J K K K K 4 8 6 6 7 7 A A 2 2 10 10 3 8 Q 
AI-random,1,, 5 5 5 4 4 7 7 7 3 3 9 9 9 6 6 2 2 2 5 5 3 8 Q K J J J J K K K K 4 8 6 6 7 7 A A 2 2 10 10 3 8 Q Q 
AI-random,0,3 3 5 5 7 7 7 8 8 9 9 10 10 10 10 J J Q Q Q Q K A 2 2 2, 
AI-random,7,5 5 8 8 9 9 10 10 10 10 J J Q Q Q Q A 2 2 2, 4 J K 
AI-random,1,9 9 10 10 10 10 J J Q Q Q Q A, 4 J K 7 7 7 3 3 A A A 7 7 2 2 2 5 5 
AI-random,5,9 9 J J Q Q Q Q, 4 J K 7 7 7 3 3 A A A 7 7 2 2 2 5 5 8 8 K K Q A 
AI-random,1,J J Q Q Q Q, 4 J K 7 7 7 3 3 A A A 7 7 2 2 2 5 5 8 8 K K Q A 10 10 10 10 
AI-random,1,Q Q Q Q, 4 J K 7 7 7 3 3 A A A 7 7 2 2 2 5 5 8 8 K K Q A 10 10 10 10 9 9 
AI-random,5,, 4 J K 7 7 7 3 3 A A A 7 7 2 2 2 5 5 8 8 K K Q A 10 10 10 10 9 9 J J 
AI-SVM,1,3 4 5 5 6 7 8 8 8 8 9 10 10 10 10 J J Q Q Q Q K A 2 2, 
AI-SVM,0,3 4 5 6 7 8 8 8 8 9 10 10 10 10 J J Q Q Q Q K A, 6 6 J J 2 2 
AI-SVM,3,8 8 8 8 10 10 10 10 J J Q Q Q Q K A, 6 6 J J 2 2 5 6 9 
AI-SVM,1,8 8 8 8 10 10 10 10 Q Q Q Q K A, 6 6 J J 2 2 5 6 9 3 4 5 6 7 
AI-SVM,0,8 8 8 8 10 10 10 10 Q Q Q Q, 6 6 J J 2 2 5 6 9 3 4 5 6 7 J J K K 5 K 
AI-SVM,5,10 10 10 10 Q Q Q Q, 6 6 J J 2 2 5 6 9 3 4 5 6 7 J J K K 5 K A 
AI-random,5,3 4 4 5 5 6 6 7 7 7 8 8 8 10 10 J Q Q K A 2, J J J 4 4 3 9 Q K 
AI-random,1,3 4 4 5 5 7 7 7 8 8 8 10 10 J Q K A 2, J J J 4 4 3 9 Q K 5 5 5 5 K K K K 8 Q 
AI-random,3,3 4 4 5 5 7 7 7 8 8 8, J J J 4 4 3 9 Q K 5 5 5 5 K K K K 8 Q 6 6 9 9 10 10 
AI-random,0,4 4 5 5 7 7 7 8 8 8, J J J 4 4 3 9 Q K 5 5 5 5 K K K K 8 Q 6 6 9 9 10 10 J Q K A 2 
AI-random,7,5 5 8 8 8, J J J 4 4 3 9 Q K 5 5 5 5 K K K K 8 Q 6 6 9 9 10 10 J Q K A 2 3 
AI-random,7,, J J J 4 4 3 9 Q K 5 5 5 5 K K K K 8 Q 6 6 9 9 10 10 J Q K A 2 3 7 7 7 4 4 
AI-random,0,4 4 5 5 5 7 7 7 7 8 9 9 9 9 10 J Q Q K K K A A 2 2 2, 
AI-random,0,7 7 7 7 9 9 9 9 Q Q A A, 3 4 5 7 8 10 J 2 J J J 3 3 K K K 4 4 A A A 4 4 2 2 2 5 5 
AI-random,1,7 7 7 7 9 9 9 9 A A, 3 4 5 7 8 10 J 2 J J J 3 3 K K K 4 4 A A A 4 4 2 2 2 5 5 10 
AI-random,5,9 9 9 9, 3 4 5 7 8 10 J 2 J J J 3 3 K K K 4 4 A A A 4 4 2 2 2 5 5 10 Q Q K K A A 
AI-tree-model,5,4 5 5 5 6 6 6 7 7 7 8 8 8 10 Q Q Q Q K K K, 6 9 J A 
AI-tree-model,2,4 5 5 5 6 6 6 7 7 7 8 8 8 10, 6 9 J A J J J J A A A A 4 4 5 5 10 10 10 3 3 2 2 7 7 8 8 9 9 Q Q Q Q 
AI-tree-model,3,3 3 4 4 9 9 10 10 10 J J J Q Q Q A A A, 6 7 8 9 10 3 6 7 4 7 9 A Q Q 2 2 
AI-tree-model,6,3 3 4 4 9 9 10 10 10 A A A, 6 7 8 9 10 3 6 7 4 7 9 A Q Q 2 2 4 5 6 7 8 
AI-tree-model,7,4 4 9 9 A A A, 6 7 8 9 10 3 6 7 4 7 9 A Q Q 2 2 4 5 6 7 8 J J J Q Q Q 
AI-tree-model,1,3 4 4 5 6 7 7 7 8 9 9 9 9 9 10 J J J K K, 7 J J Q Q K K 5 5 5 5 5 2 2 2 2 2 
AI-tree-model,0,4 4 5 6 7 7 7 8 9 9 9 9 9 10 J J J K K, 7 J J Q Q K K 5 5 5 5 5 2 2 2 2 2 6 6 
AI-tree-model,1,4 4 5 6 7 8 9 9 9 9 9 10 J J J K K, 7 J J Q Q K K 5 5 5 5 5 2 2 2 2 2 6 6 3 
AI-tree-model,7,5 6 7 8 9 9 9 9 9 10 K K, 7 J J Q Q K K 5 5 5 5 5 2 2 2 2 2 6 6 3 7 7 
AI-tree-model,0,3 3 4 4 5 5 6 6 6 7 7 9 9 9 10 10 10 10 A A A 2 2 2, 4 J Q K 
AI-random,0,3 3 4 4 5 5 7 7 7 9 9 9 10 10 10 10 K K A A A 2 2 2, 3 8 J Q 
AI-random,6,3 3 4 4 5 5 7 7 7 9 9 9 10 10 10 10 K K, 3 8 J Q J 
AI-random,1,3 3 4 4 7 7 7 9 9 9 10 10 10 10 K K, 3 8 J Q J A A A 2 2 2 
AI-random,7,4 4 9 9 9, 3 8 J Q J A A A 2 2 2 5 5 Q Q K K 2 2 5 K K 6 6 6 6 10 10 10 10 
AI-random,3,3 3 4 4 4 5 5 6 6 7 7 8 8 8 8 9 10 10 10 10 J Q, 
AI-random,5,3 3 4 4 4 5 5 6 6 7 7 9 10 10 10 10 J Q, 10 J Q K A 
AI-random,4,3 3 4 4 4 9 10 10 10 10 J Q, 10 J Q K A 8 8 8 8 
AI-random,0,3 3 4 4 4 10 10 10 10, 10 J Q K A 8 8 8 8 5 5 6 6 7 7 7 7 8 8 9 9 3 4 5 6 7 J J J 3 3 6 9 10 J 
AI-random,7,10 10 10 10, 10 J Q K A 8 8 8 8 5 5 6 6 7 7 7 7 8 8 9 9 3 4 5 6 7 J J J 3 3 6 9 10 J Q 
AI-random,5,, 10 J Q K A 8 8 8 8 5 5 6 6 7 7 7 7 8 8 9 9 3 4 5 6 7 J J J 3 3 6 9 10 J Q 4 4 4 3 3 
