winner,winner score,loser score,strategy,opponent,hand,length
tree-v4,308,277,"[1, 4, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1]",3 3 3 3 5 5 5 5 7 7 9 9 10 10 Q K K,22,pass
tree-v4,308,277,"[1, 4, 0, 0, 0, 2, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 1]",3 3 3 3 5 5 5 5 7 7 9 9 10 10 Q K K,19,pass
tree-v4,308,277,"[1, 4, 0, 0, 0, 2, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 1]",3 3 3 3 5 5 5 5 7 7 9 9 10 10 Q K K,18,best
tree-v4,308,277,"[0, 4, 0, 0, 0, 2, 0, 0]","[2, 0, 1, 0, 0, 0, 0, 1]",3 3 3 3 5 5 5 5 7 7 9 9 10 10 K K,17,pass
tree-v4,308,277,"[0, 4, 0, 0, 0, 2, 0, 0]","[2, 1, 1, 0, 0, 0, 0, 1]",3 3 3 3 5 5 5 5 7 7 9 9 10 10 K K,15,best
tree-v4,308,277,"[0, 3, 0, 0, 0, 2, 0, 0]","[2, 2, 1, 0, 0, 0, 0, 1]",3 3 3 3 5 5 5 5 7 7 9 9 K K,13,pass
tree-v4,308,277,"[0, 3, 0, 0, 0, 2, 0, 0]","[2, 2, 1, 1, 0, 0, 0, 1]",3 3 3 3 5 5 5 5 7 7 9 9 K K,8,pass
tree-v4,308,277,"[0, 3, 0, 0, 0, 2, 0, 0]","[2, 2, 1, 1, 0, 1, 0, 1]",3 3 3 3 5 5 5 5 7 7 9 9 K K,4,pass
AI-origin,294,305,"[2, 3, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",3 3 3 3 7 8 8 9 J J K K K K 2 2,23,best
AI-origin,294,305,"[1, 3, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0]",3 3 3 3 8 8 9 J J 2 2,22,pass
AI-origin,294,305,"[1, 3, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 1]",3 3 3 3 8 8 9 J J 2 2,17,pass
AI-origin,294,305,"[1, 3, 0, 0, 0, 1, 0, 0]","[2, 0, 0, 0, 0, 1, 0, 1]",3 3 3 3 8 8 9 J J 2 2,16,best
AI-origin,294,305,"[0, 3, 0, 0, 0, 1, 0, 0]","[3, 0, 0, 0, 0, 1, 0, 1]",3 3 3 3 8 8 J J 2 2,15,pass
AI-origin,294,305,"[0, 3, 0, 0, 0, 1, 0, 0]","[4, 0, 0, 0, 0, 1, 0, 1]",3 3 3 3 8 8 J J 2 2,14,pass
AI-origin,294,305,"[0, 3, 0, 0, 0, 1, 0, 0]","[4, 1, 0, 0, 0, 1, 0, 1]",3 3 3 3 8 8 J J 2 2,12,best
AI-origin,294,305,"[0, 2, 0, 0, 0, 1, 0, 0]","[4, 2, 0, 0, 0, 1, 0, 1]",3 3 3 3 J J 2 2,10,best
AI-origin,294,305,"[0, 1, 0, 0, 0, 1, 0, 0]","[4, 3, 0, 0, 0, 1, 0, 1]",3 3 3 3 2 2,8,pass
AI-origin,294,305,"[0, 1, 0, 0, 0, 1, 0, 0]","[4, 4, 0, 0, 0, 1, 0, 1]",3 3 3 3 2 2,6,pass
AI-origin,313,277,"[3, 3, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",5 5 6 6 8 8 8 9 10 10 J Q Q Q Q K K K K A A 2,22,pass
AI-origin,313,277,"[3, 3, 0, 0, 0, 2, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 1]",5 5 6 6 8 8 8 9 10 10 J Q Q Q Q K K K K A A 2,21,best
AI-origin,313,277,"[2, 3, 0, 0, 0, 2, 0, 1]","[2, 0, 0, 0, 0, 0, 0, 1]",5 5 6 6 8 8 8 10 10 J Q Q Q Q K K K K A A 2,20,pass
AI-origin,313,277,"[2, 3, 0, 0, 0, 2, 0, 1]","[3, 0, 0, 0, 0, 0, 0, 1]",5 5 6 6 8 8 8 10 10 J Q Q Q Q K K K K A A 2,19,best
AI-origin,313,277,"[1, 2, 0, 0, 0, 2, 0, 0]","[3, 1, 0, 0, 0, 0, 0, 1]",10 10 Q Q Q Q K K K K A A 2,17,pass
AI-origin,313,277,"[1, 2, 0, 0, 0, 2, 0, 0]","[3, 1, 0, 0, 1, 0, 0, 1]",10 10 Q Q Q Q K K K K A A 2,11,pass
AI-origin,313,277,"[1, 2, 0, 0, 0, 2, 0, 0]","[3, 1, 0, 0, 2, 0, 0, 1]",10 10 Q Q Q Q K K K K A A 2,5,pass
tree-v4,293,294,"[4, 2, 1, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 0]",3 4 4 4 4 5 6 10 10 10 J J Q K K K A A A 2 2,21,pass
tree-v4,293,294,"[4, 2, 1, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 1]",3 4 4 4 4 5 6 10 10 10 J J Q K K K A A A 2 2,16,pass
tree-v4,293,294,"[4, 2, 1, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 2]",3 4 4 4 4 5 6 10 10 10 J J Q K K K A A A 2 2,11,pass
tree-v4,293,294,"[4, 2, 1, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 1, 0, 0, 2]",3 4 4 4 4 5 6 10 10 10 J J Q K K K A A A 2 2,10,best
tree-v4,293,294,"[3, 2, 1, 0, 0, 1, 1, 0]","[2, 0, 0, 0, 1, 0, 0, 2]",3 4 4 4 4 5 6 10 10 10 J J K K K A A A 2 2,9,pass
tree-v4,293,294,"[3, 2, 1, 0, 0, 1, 1, 0]","[3, 0, 0, 0, 1, 0, 0, 2]",3 4 4 4 4 5 6 10 10 10 J J K K K A A A 2 2,8,pass
tree-v4,293,294,"[3, 2, 1, 0, 0, 1, 1, 0]","[3, 1, 0, 0, 1, 0, 0, 2]",3 4 4 4 4 5 6 10 10 10 J J K K K A A A 2 2,6,pass
tree-v4,293,294,"[3, 1, 1, 0, 0, 1, 1, 0]","[3, 2, 0, 0, 1, 0, 0, 2]",3 4 4 4 4 5 6 10 10 10 K K K A A A 2 2,4,pass
tree-v4,334,280,"[3, 4, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",3 4 4 6 6 7 7 7 8 8 10 J J Q K K A A A 2 2 2,22,pass
tree-v4,334,280,"[3, 4, 0, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 0, 0, 1]",3 4 4 6 6 7 7 7 8 8 10 J J Q K K A A A 2 2 2,21,best
tree-v4,334,280,"[2, 4, 0, 0, 0, 0, 1, 1]","[2, 0, 0, 0, 0, 0, 0, 1]",3 4 4 6 6 7 7 7 8 8 J J Q K K A A A 2 2 2,20,pass
tree-v4,334,280,"[2, 4, 0, 0, 0, 0, 1, 1]","[3, 0, 0, 0, 0, 0, 0, 1]",3 4 4 6 6 7 7 7 8 8 J J Q K K A A A 2 2 2,19,best
tree-v4,334,280,"[1, 4, 0, 0, 0, 0, 1, 1]","[4, 0, 0, 0, 0, 0, 0, 1]",3 4 4 6 6 7 7 7 8 8 J J K K A A A 2 2 2,18,pass
tree-v4,334,280,"[1, 4, 0, 0, 0, 0, 1, 1]","[4, 1, 0, 0, 0, 0, 0, 1]",3 4 4 6 6 7 7 7 8 8 J J K K A A A 2 2 2,16,best
tree-v4,334,280,"[1, 3, 0, 0, 0, 0, 1, 1]","[4, 2, 0, 0, 0, 0, 0, 1]",3 4 4 6 6 7 7 7 8 8 K K A A A 2 2 2,14,pass
tree-v4,334,280,"[1, 3, 0, 0, 0, 0, 1, 1]","[4, 3, 0, 0, 0, 0, 0, 1]",3 4 4 6 6 7 7 7 8 8 K K A A A 2 2 2,12,pass
tree-v4,334,280,"[1, 3, 0, 0, 0, 0, 1, 1]","[4, 3, 0, 0, 0, 1, 0, 1]",3 4 4 6 6 7 7 7 8 8 K K A A A 2 2 2,8,pass
tree-v4,334,280,"[1, 3, 0, 0, 0, 0, 1, 1]","[4, 3, 0, 0, 0, 2, 0, 1]",3 4 4 6 6 7 7 7 8 8 K K A A A 2 2 2,4,pass
AI-origin,340,317,"[0, 1, 0, 1, 0, 1, 1, 2]","[0, 0, 0, 0, 0, 0, 0, 1]",3 3 4 4 5 6 7 8 9 10 10 10 10 J J Q Q Q K K K A A A 2 2 2,22,best
AI-origin,340,317,"[0, 1, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 0, 1]",4 4 10 10 10 10 J J K K K A A A 2 2 2,18,pass
AI-origin,340,317,"[0, 1, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 0, 2]",4 4 10 10 10 10 J J K K K A A A 2 2 2,13,best
AI-origin,340,317,"[0, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 2, 0, 2]",10 10 10 10 J J,9,pass
AI-origin,340,317,"[0, 1, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 2, 0, 2]",10 10 10 10 J J,8,pass
AI-origin,340,317,"[0, 1, 0, 0, 0, 1, 0, 0]","[2, 0, 0, 0, 0, 2, 0, 2]",10 10 10 10 J J,7,pass
tree-v4,321,310,"[3, 3, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1]",6 9 10 10 J J J J Q Q K K A A A A 2,22,pass
tree-v4,321,310,"[3, 3, 0, 0, 0, 2, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 1]",6 9 10 10 J J J J Q Q K K A A A A 2,19,pass
tree-v4,321,310,"[3, 3, 0, 0, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 1]",6 9 10 10 J J J J Q Q K K A A A A 2,16,pass
tree-v4,321,310,"[3, 3, 0, 0, 0, 2, 0, 0]","[0, 0, 3, 0, 0, 0, 0, 1]",6 9 10 10 J J J J Q Q K K A A A A 2,13,pass
tree-v4,321,310,"[3, 3, 0, 0, 0, 2, 0, 0]","[1, 0, 3, 0, 0, 0, 0, 1]",6 9 10 10 J J J J Q Q K K A A A A 2,12,best
tree-v4,321,310,"[2, 3, 0, 0, 0, 2, 0, 0]","[1, 0, 3, 0, 0, 1, 0, 1]",6 9 10 10 J J J J Q Q K K A A A A,8,pass
tree-v4,321,310,"[2, 3, 0, 0, 0, 2, 0, 0]","[1, 1, 3, 0, 0, 1, 0, 1]",6 9 10 10 J J J J Q Q K K A A A A,6,pass
tree-v4,321,310,"[2, 2, 0, 0, 0, 2, 0, 0]","[1, 2, 3, 0, 0, 1, 0, 1]",6 9 J J J J Q Q K K A A A A,4,pass
tree-v4,321,310,"[2, 1, 0, 0, 0, 2, 0, 0]","[1, 3, 3, 0, 0, 1, 0, 1]",6 9 J J J J K K A A A A,2,pass
tree-v4,321,310,"[1, 1, 0, 0, 0, 1, 0, 0]","[2, 3, 3, 0, 0, 1, 0, 1]",9 K K A A A A,1,pass
AI-origin,291,292,"[3, 2, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",4 4 5 5 7 8 8 8 8 9 9 9 10 10 10 Q K K K A 2 2,22,best
AI-origin,291,292,"[3, 2, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]",5 5 7 8 8 8 8 9 9 9 10 10 10 Q A 2 2,17,pass
AI-origin,291,292,"[3, 2, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 2]",5 5 7 8 8 8 8 9 9 9 10 10 10 Q A 2 2,12,pass
AI-origin,291,292,"[3, 2, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 3]",5 5 7 8 8 8 8 9 9 9 10 10 10 Q A 2 2,7,pass
AI-origin,291,292,"[2, 2, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 3]",5 5 Q A 2 2,6,pass
AI-origin,291,292,"[1, 2, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 1, 0, 0, 0, 3]",5 5 A 2 2,5,pass
AI-origin,291,292,"[0, 2, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 1, 0, 0, 0, 3]",5 5 2 2,4,pass
AI-origin,291,292,"[0, 2, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 1, 0, 0, 0, 3]",5 5 2 2,3,pass
AI-origin,291,292,"[1, 1, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 1, 0, 0, 0, 3]",5 2 2,2,pass
AI-origin,291,292,"[1, 0, 0, 0, 0, 0, 0, 0]","[6, 0, 0, 1, 0, 0, 0, 3]",2,1,pass
tree-v4,301,276,"[3, 2, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",4 4 4 5 5 5 5 6 8 8 9 9 10 10 10 Q Q Q K K K A,22,pass
tree-v4,301,276,"[3, 2, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 2]",4 4 4 5 5 5 5 6 8 8 9 9 10 10 10 Q Q Q K K K A,17,best
tree-v4,301,276,"[3, 2, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 3]",4 5 5 5 5 6 8 8 9 9 Q Q Q K K K A,12,pass
tree-v4,301,276,"[3, 2, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 3]",4 5 5 5 5 6 8 8 9 9 Q Q Q K K K A,11,best
tree-v4,301,276,"[2, 2, 0, 0, 0, 1, 1, 0]","[2, 0, 0, 0, 0, 0, 0, 3]",5 5 5 5 6 8 8 9 9 Q Q Q K K K A,10,best
tree-v4,301,276,"[0, 2, 0, 0, 0, 1, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 3]",5 5 5 5 8 8 9 9,9,pass
tree-v4,301,276,"[0, 2, 0, 0, 0, 1, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 3]",5 5 5 5 8 8 9 9,8,pass
tree-v4,301,276,"[0, 2, 0, 0, 0, 1, 0, 0]","[4, 1, 0, 0, 0, 0, 0, 3]",5 5 5 5 8 8 9 9,6,pass
tree-v4,301,276,"[0, 2, 0, 0, 0, 0, 0, 0]","[4, 1, 0, 0, 0, 1, 0, 3]",8 8 9 9,2,pass
tree-v4,291,311,"[2, 3, 0, 0, 0, 1, 0, 2]","[0, 0, 0, 0, 0, 1, 0, 0]",3 3 4 4 4 5 6 6 7 7 7 J J K K A A A 2 2 2 2,23,best
tree-v4,291,311,"[2, 3, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 1]",4 4 4 5 6 6 J J K K A A A,18,best
tree-v4,291,311,"[2, 3, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 2]",4 4 4 5 6 6 J J K K A A A,13,best
tree-v4,291,311,"[1, 3, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 2]",5 6 6 J J K K,12,best
tree-v4,291,311,"[1, 3, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 2]",5 6 6 J J K K,10,best
tree-v4,291,311,"[1, 2, 0, 0, 0, 0, 0, 0]","[1, 2, 0, 0, 0, 1, 0, 2]",5 6 6 K K,8,best
tree-v4,291,311,"[0, 1, 0, 0, 0, 0, 0, 0]","[2, 2, 0, 0, 0, 1, 0, 2]",6 6,7,best
tree-v4,291,311,"[0, 1, 0, 0, 0, 0, 0, 0]","[3, 2, 0, 0, 0, 1, 0, 2]",6 6,6,best
new-big-forest,293,311,"[4, 2, 0, 0, 0, 1, 0, 2]","[0, 0, 0, 0, 0, 1, 0, 0]",3 4 4 5 6 6 6 7 7 8 8 8 8 9 J J K A A 2 2 2,23,best
new-big-forest,293,311,"[4, 2, 0, 0, 0, 0, 0, 2]","[0, 0, 0, 0, 0, 2, 0, 0]",3 4 4 5 6 6 6 7 7 9 J J K A A 2 2 2,19,pass
new-big-forest,293,311,"[4, 2, 0, 0, 0, 0, 0, 2]","[0, 0, 0, 0, 0, 2, 0, 1]",3 4 4 5 6 6 6 7 7 9 J J K A A 2 2 2,14,best
new-big-forest,293,311,"[3, 2, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 2, 0, 1]",5 9 J J K A A,13,best
new-big-forest,293,311,"[2, 2, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 2, 0, 1]",5 J J K A A,12,best
new-big-forest,293,311,"[1, 2, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 3, 0, 1]",5 J J A A,8,best
new-big-forest,293,311,"[1, 2, 0, 0, 0, 0, 0, 0]","[2, 1, 0, 0, 0, 3, 0, 1]",5 J J A A,6,best
new-big-forest,293,311,"[1, 1, 0, 0, 0, 0, 0, 0]","[2, 2, 0, 0, 0, 3, 0, 1]",5 A A,4,best
new-big-forest,293,311,"[1, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 0, 0, 0, 3, 0, 1]",5 A A,2,best
new-big-forest,331,267,"[2, 1, 0, 1, 0, 2, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 0]",3 3 5 5 6 6 6 9 10 J J Q K K K K K A A A A 2,22,pass
new-big-forest,331,267,"[2, 1, 0, 1, 0, 2, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 1]",3 3 5 5 6 6 6 9 10 J J Q K K K K K A A A A 2,17,best
new-big-forest,331,267,"[2, 1, 0, 1, 0, 2, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 2]",5 5 9 10 J J Q K K K K K A A A A 2,12,bomb
new-big-forest,331,267,"[0, 0, 0, 1, 0, 1, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 2]",9 10 J Q K A A A A,10,bomb
tree-v4,275,291,"[1, 1, 1, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",5 7 7 8 8 9 9 J J J Q Q Q K K 2 2 2,26,best
tree-v4,275,291,"[0, 1, 1, 0, 1, 0, 1, 0]","[2, 0, 0, 0, 0, 0, 0, 0]",7 7 8 8 9 9 J J J Q Q Q K K 2 2 2,25,best
tree-v4,275,291,"[0, 1, 1, 0, 1, 0, 1, 0]","[2, 0, 0, 0, 0, 0, 0, 1]",7 7 8 8 9 9 J J J Q Q Q K K 2 2 2,20,best
tree-v4,275,291,"[0, 1, 1, 0, 1, 0, 1, 0]","[3, 0, 0, 0, 0, 0, 0, 1]",7 7 8 8 9 9 J J J Q Q Q K K 2 2 2,19,best
tree-v4,275,291,"[0, 1, 1, 0, 1, 0, 1, 0]","[4, 0, 0, 0, 0, 0, 0, 1]",7 7 8 8 9 9 J J J Q Q Q K K 2 2 2,18,combat
tree-v4,275,291,"[0, 2, 0, 0, 1, 0, 1, 0]","[4, 0, 0, 0, 0, 1, 0, 1]",7 7 8 8 9 9 J J J Q Q Q K K 2 2,14,combat
tree-v4,275,291,"[0, 2, 0, 0, 1, 0, 1, 0]","[5, 0, 0, 0, 0, 1, 0, 1]",7 7 8 8 9 9 J J J Q Q Q K K 2 2,13,pass
tree-v4,275,291,"[0, 2, 0, 0, 1, 0, 1, 0]","[5, 1, 0, 0, 0, 1, 0, 1]",7 7 8 8 9 9 J J J Q Q Q K K 2 2,11,best
tree-v4,275,291,"[0, 1, 0, 0, 1, 0, 1, 0]","[5, 2, 0, 0, 0, 1, 0, 1]",7 7 8 8 9 9 J J J Q Q Q 2 2,9,best
tree-v4,275,291,"[0, 0, 0, 0, 0, 0, 1, 0]","[5, 2, 0, 0, 0, 2, 0, 1]",J J J Q Q Q,4,best
tree-v4,275,291,"[0, 0, 0, 0, 0, 0, 1, 0]","[5, 3, 0, 0, 0, 2, 0, 1]",J J J Q Q Q,2,best
new-big-forest,295,273,"[1, 3, 0, 0, 0, 2, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",4 4 4 5 5 5 6 6 6 6 8 8 J J Q K K 2 2 2 2,26,best
new-big-forest,295,273,"[0, 3, 0, 0, 0, 2, 1, 0]","[2, 0, 0, 0, 0, 0, 0, 0]",4 4 4 5 5 5 6 6 6 6 8 8 J J K K 2 2 2 2,25,bomb
new-big-forest,295,273,"[0, 2, 0, 0, 0, 1, 1, 0]","[2, 1, 0, 0, 0, 0, 0, 0]",4 4 4 5 5 5 J J K K 2 2 2 2,23,best
new-big-forest,295,273,"[0, 1, 0, 0, 0, 1, 1, 0]","[2, 2, 0, 0, 0, 0, 0, 0]",4 4 4 5 5 5 K K 2 2 2 2,21,pass
new-big-forest,295,273,"[0, 1, 0, 0, 0, 1, 1, 0]","[2, 2, 0, 0, 0, 0, 0, 1]",4 4 4 5 5 5 K K 2 2 2 2,16,pass
new-big-forest,295,273,"[0, 1, 0, 0, 0, 1, 1, 0]","[3, 2, 0, 0, 0, 0, 0, 1]",4 4 4 5 5 5 K K 2 2 2 2,15,pass
new-big-forest,295,273,"[0, 1, 0, 0, 0, 1, 1, 0]","[4, 2, 0, 0, 0, 0, 0, 1]",4 4 4 5 5 5 K K 2 2 2 2,14,pass
new-big-forest,295,273,"[0, 1, 0, 0, 0, 1, 1, 0]","[4, 3, 0, 0, 0, 0, 0, 1]",4 4 4 5 5 5 K K 2 2 2 2,12,best
new-big-forest,312,306,"[3, 1, 0, 0, 0, 3, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 0]",4 4 4 4 5 6 6 7 7 7 7 8 8 8 8 10 J A A 2 2 2,22,bomb
new-big-forest,312,306,"[3, 1, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 1, 0, 1, 0, 0]",5 6 6 7 7 7 7 8 8 8 8 10 J A A 2 2 2,18,best
new-big-forest,312,306,"[3, 1, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 1, 0, 2, 0, 0]",5 6 6 8 8 8 8 10 J A A 2 2 2,14,bomb
new-big-forest,312,306,"[2, 1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 2, 0, 0]",10 J A A,13,best
new-big-forest,312,306,"[1, 1, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 1, 0, 2, 0, 0]",J A A,12,best
new-big-forest,312,306,"[1, 1, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 1, 0, 2, 0, 1]",J A A,7,best
new-big-forest,312,306,"[1, 1, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 1, 0, 2, 0, 1]",J A A,6,best
new-big-forest,312,306,"[0, 1, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 1, 0, 2, 0, 1]",A A,5,best
tree-v4,345,290,"[3, 2, 0, 1, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",3 4 4 4 5 5 6 6 6 7 8 8 9 9 9 9 9 10 Q K K K A A A 2 2,22,combat
tree-v4,345,290,"[4, 2, 0, 1, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 1]",3 4 4 4 6 6 6 7 8 8 9 9 9 9 9 10 Q K K K 2 2,17,pass
tree-v4,345,290,"[4, 2, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1, 0, 1]",3 4 4 4 6 6 6 7 8 8 9 9 9 9 9 10 Q K K K 2 2,16,best
tree-v4,345,290,"[3, 2, 0, 1, 0, 1, 0, 1]","[2, 0, 0, 0, 0, 1, 0, 1]",3 4 4 4 6 6 6 7 8 9 9 9 9 9 10 Q K K K 2 2,15,pass
tree-v4,345,290,"[3, 2, 0, 1, 0, 1, 0, 1]","[2, 1, 0, 0, 0, 1, 0, 1]",3 4 4 4 6 6 6 7 8 9 9 9 9 9 10 Q K K K 2 2,13,best
tree-v4,345,290,"[1, 1, 0, 0, 0, 1, 0, 1]","[3, 1, 0, 0, 0, 1, 0, 1]",4 4 6 6 9 9 9 9 Q K K K,12,best
tree-v4,345,290,"[0, 1, 0, 0, 0, 1, 0, 1]","[3, 1, 0, 0, 0, 2, 0, 1]",4 4 6 6 9 9 9 9 K K K,8,best
tree-v4,345,290,"[0, 1, 0, 0, 0, 1, 0, 1]","[3, 2, 0, 0, 0, 2, 0, 1]",4 4 6 6 9 9 9 9 K K K,6,best
tree-v4,345,290,"[0, 1, 0, 0, 0, 0, 0, 1]","[3, 2, 0, 0, 0, 3, 0, 1]",4 4 6 6 K K K,2,best
tree-v4,314,326,"[1, 3, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",4 5 5 6 6 8 8 9 9 10 10 Q Q Q K K A A A A 2 2,22,pass
tree-v4,314,326,"[1, 3, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 1]",4 5 5 6 6 8 8 9 9 10 10 Q Q Q K K A A A A 2 2,21,bomb
tree-v4,314,326,"[1, 3, 0, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 1, 0, 1]",4 5 5 6 6 8 8 9 9 10 10 Q Q Q K K 2 2,16,bomb
tree-v4,314,326,"[1, 3, 0, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 1, 0, 2]",4 5 5 6 6 8 8 9 9 10 10 Q Q Q K K 2 2,11,best
tree-v4,314,326,"[0, 3, 0, 0, 1, 0, 0, 0]","[2, 0, 0, 0, 0, 1, 0, 2]",6 6 8 8 9 9 10 10 K K 2 2,10,best
tree-v4,314,326,"[0, 3, 0, 0, 1, 0, 0, 0]","[2, 1, 0, 0, 0, 1, 0, 2]",6 6 8 8 9 9 10 10 K K 2 2,8,best
tree-v4,314,326,"[0, 2, 0, 0, 1, 0, 0, 0]","[2, 2, 0, 0, 0, 1, 0, 2]",6 6 8 8 9 9 10 10 2 2,6,best
tree-v4,314,326,"[0, 0, 0, 0, 1, 0, 0, 0]","[2, 3, 0, 0, 0, 1, 0, 2]",8 8 9 9 10 10,4,best
tree-v4,314,326,"[0, 2, 0, 0, 0, 0, 0, 0]","[2, 4, 0, 0, 0, 1, 0, 2]",8 8 10 10,2,best
tree-v4,262,289,"[3, 2, 0, 0, 0, 1, 1, 2]","[0, 0, 0, 1, 0, 0, 0, 0]",3 3 4 4 4 4 5 5 5 6 6 7 7 9 10 J J J Q Q K K K A A A 2,22,pass
tree-v4,262,289,"[3, 2, 0, 0, 0, 1, 1, 2]","[1, 0, 0, 1, 0, 0, 0, 0]",3 3 4 4 4 4 5 5 5 6 6 7 7 9 10 J J J Q Q K K K A A A 2,21,best
tree-v4,262,289,"[2, 2, 0, 0, 0, 1, 1, 2]","[2, 0, 0, 1, 0, 0, 0, 0]",3 3 4 4 4 4 5 5 5 6 6 7 7 10 J J J Q Q K K K A A A 2,20,best
tree-v4,262,289,"[2, 2, 0, 0, 0, 1, 1, 2]","[2, 0, 0, 1, 1, 0, 0, 0]",3 3 4 4 4 4 5 5 5 6 6 7 7 10 J J J Q Q K K K A A A 2,14,best
tree-v4,262,289,"[2, 2, 0, 0, 0, 1, 1, 2]","[2, 0, 0, 1, 1, 1, 0, 0]",3 3 4 4 4 4 5 5 5 6 6 7 7 10 J J J Q Q K K K A A A 2,10,best
tree-v4,262,289,"[2, 2, 0, 0, 0, 1, 1, 2]","[2, 0, 0, 1, 1, 1, 0, 1]",3 3 4 4 4 4 5 5 5 6 6 7 7 10 J J J Q Q K K K A A A 2,5,best
tree-v4,276,315,"[2, 3, 0, 0, 0, 1, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 1]",3 3 3 5 5 6 6 8 8 8 8 9 10 10 J J J Q Q Q K K K A A 2 2,22,best
tree-v4,276,315,"[2, 3, 0, 0, 0, 1, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 2]",3 5 5 6 6 8 8 8 8 9 10 10 Q Q Q K K K A A 2 2,17,pass
